id;name;region;city;address;website;phone;fax;email;director;legal_form;source_url
242;Санаторий им. Калинина;Тамбовская область;;393740, Тамбовская область, Мичуринский р-н, с. Новоникольское, ул. Советская, 23;http://kalinina68.ru/;+7 (47545) 5-32-59, 6-93-16, +7 (47545) 69-339;6-93-19;cankalinina@yandex.ru;Киселев Евгений Владимирович;филиал ОАО;https://sanatoria.ru/san.php?org=242
243;Санаторий «Поволжье»;Самарская область;Самара;443011, Самарская область, г. Самара, ул. Советской Армии, 249;http://povolge-samara.ru/;+7 (846) 926-05-08, 926-19-28, 926-05-08;926-19-28;bfo-povolge@samtel.ru;Моргунов Владимир Леонидович;учреждение;https://sanatoria.ru/san.php?org=243
244;Санаторий «Сахарный ключ»;Приморский край;Владивосток;690024, Приморский край, г. Владивосток, ул. Сахарный ключ, 4;http://sansaxar.ru/;+7 (423) 238-79-25, +7 (423) 238-62-65, +7 (423) 238-79-77;;;;;https://sanatoria.ru/san.php?org=244
245;Санаторий-профилакторий «У трех пещер»;Свердловская область;Каменск-Уральский;623409, Свердловская область, г. Каменск-Уральский, переулок Санаторный, 26;http://three-caves.ru/;+7 (3439) 37-89-72, +7 (3439) 37-89-70, +7 (3439) 37-89-73;;utp.forever@mail.ru;Ганжа Николай Николаевич;;https://sanatoria.ru/san.php?org=245
246;Санаторий-профилакторий «Жемчужина» МУП;Пермский край;Оса;618120, Пермский край, г. Оса, ул. Мира, д. 14;http://gemchugina-osa.ru/;+7 (34291) 4-62-39, 2-14-18, 4-32-45;2-36-04;adm@gemosa.ru;филиала, главный врач;муниципальное унитарное предприятие;https://sanatoria.ru/san.php?org=246
248;Санаторий «Уссури»;Хабаровский край;;680502, Хабаровский край, Хабаровский р-н, с. Бычиха, ул. Санаторная, 5;http://ussuri.medkhv.ru/;+7 (4212) 35-86-50;;Sanatoriy.ussuri@yandex.ru;;;https://sanatoria.ru/san.php?org=248
249;Санаторий-профилакторий «Ленёвка»;Свердловская область;;622911, Свердловская область, Пригородный район, п. Ленёвка;http://lenevka.ru/;+7 (3435) 49-74-59, +7 (3435) 49-74-48, +7 (3435) 49-74-74 (аквапарк);;reklama.spl@mail.ru;Ильина Римма Николаевна;частное учреждение;https://sanatoria.ru/san.php?org=249
250;Санаторий «Лесная поляна»;Ставропольский край;Пятигорск;357520, Ставропольский край, г. Пятигорск, Иноземцевское шоссе, 5;http://lespol.ru/;+7 (800) 700-56-73, +7 (8793) 40-56-72, +7 (8793) 40-56-73;;tenderlespol@profkurort.ru;;некоммерческая организация;https://sanatoria.ru/san.php?org=250
251;Санаторий-профилакторий «Родник»;Красноярский край;Ачинск;662150, Красноярский край, г. Ачинск, ул. Манкевича, д. 46;http://rodnik-achinsk.ru/;+7 (39151) 4-94-82, 4-97-26;;Marina.dubskay@mail.ru;Хвалько Сергей Васильевич;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=251
252;Санаторий «Беларусь»;Краснодарский край;Сочи;354008, Краснодарский край, г. Сочи, ул. Политехническая, д. 62;http://sochi-belarus.ru/;+7 (862) 253-05-84, 253-48-85;253-16-02;belarus_polyana@mail.ru;Колесник Геннадий Леонидович;госудрственное учреждение;https://sanatoria.ru/san.php?org=252
253;Санаторий «Прокопьевский»;Кемеровская область;Прокопьевск;653021, Кемеровская область, г. Прокопьевск, ул. Парковая, 280Б;http://sanprokop.ru/;+7 (3846) 66-55-40, 66-55-40, +7 960 904-09-10;66-55-18;SanProkop@list.ru;Зайцев Николай Михайлович;публичное акционерное общество;https://sanatoria.ru/san.php?org=253
254;Многопрофильный медицинский комплекс «Matrёshka Plaza»;Самарская область;Самара;443051, Самарская область, г. Самара, ул. Енисейская, д. 62а;http://matreshkaplaza.com/;+7 (846) 933-30-30, 933-30-72;;bashirovane@sanamet.ru;обособленного подразделения;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=254
255;Санаторий «Красная Глинка», Самара;Самарская область;Самара;443048, Самарская область, г. Самара, пос. Южный;http://sanatoriykrasnayaglinka.ru/;+7 (846) 998-55-66, 998-55-70;998-55-66;san.glinka@yandex.ru;Бабушкин Иван Михайлович;учреждение;https://sanatoria.ru/san.php?org=255
256;Санаторий «Курьи»;Свердловская область;;624810, Свердловская область, Сухоложский район, с. Курьи, ул. Батенева, 46;http://xn--h1adsl0c.su/;+7 (34373) 9-13-34, +7 (34373) 9-15-31, +7 (343) 227-95-50;;;Филимонов Павел Александрович;;https://sanatoria.ru/san.php?org=256
257;Санаторий «Надежда», Анапа;Краснодарский край;Анапа;353440, Краснодарский край, г. Анапа, ул. Калинина, д. 30;http://sanatoriy-nadezhda.online/;+7 (800) 511-61-74, +7(86133)3-24-98, +7(86133) 4-61-95;;anapanadejda@inbox.ru;Астапинко Геннадий Васильевич;закрытое акционерное общество;https://sanatoria.ru/san.php?org=257
258;Курортная поликлиника им.;Ставропольский край;Пятигорск;357500, Ставропольский край, г. Пятигорск, ул. Кирова 19;http://iskra-kmw.ru/;+7 (8793) 40-56-82, +7(800)700-84-21;;iskra@profkurort.ru;Меличко Раиса Ивановна;государственное учреждение;https://sanatoria.ru/san.php?org=258
259;Санаторий «Руш» областной специализированный центр медицинской реабилитации;Свердловская область;Нижний Тагил;622015, Свердловская область, г. Нижний Тагил, санаторий «Руш», 10;http://sanatoriy-rush.ru/;+7 (3435) 439-243, 439-248;439-243;sekretar@sanatoriy-rush.ru;Волкова Нина Петровна;государственное автономное медицинское учреждение Свердловской области;https://sanatoria.ru/san.php?org=259
